Marque;Modèle dossier;Modèle UTAC;Désignation commerciale;CNIT;Type Variante Version (TVV);Carburant;Hybride;Puissance administrative;Puissance maximale (kW);Boîte de vitesse;Consommation urbaine (l/100km);Consommation extra-urbaine (l/100km);Consommation mixte (l/100km);CO2 (g/km);CO type I (g/km);HC (g/km);NOX (g/km);HC+NOX (g/km);Particules (g/km);masse vide euro min (kg);masse vide euro max (kg);Champ V9;Date de mise à jour;Carrosserie;gamme
ALFA-ROMEO;MITO;MITO;MITO 1.4 MPI (78ch) S/S;M10ALFVP000P313;955AXU1A15B;ES;non;5;57;M 5;7.3;4.6;5.6;130;0.337;0.048;0.037;;;1155;1155;715/2007*692/2008EURO5;juin-13;BERLINE;INFERIEURE
ALFA-ROMEO;MITO;MITO;MITO 1.4 MPI (70ch);M10ALFVP000E338;955AXV1A16;ES;non;4;51;M 5;7.6;4.7;5.8;134;0.233;0.033;0.026;;;1155;1155;715/2007*692/2008EURO5;juin-13;BERLINE;INFERIEURE
ALFA-ROMEO;MITO;MITO;MITO 1.4 MPI (70ch);M10ALFVP000F339;955AXV1A16B;ES;non;4;51;M 5;7.6;4.7;5.8;134;0.233;0.033;0.026;;;1155;1155;715/2007*692/2008EURO5;juin-13;BERLINE;INFERIEURE
ALFA-ROMEO;MITO;MITO;MITO 0.9 Twin Air (85ch) S/S;M10ALFVP000Z359;955AXW1B17;ES;non;4;62.5;M 6;4.9;3.8;4.2;98;0.528;0.049;0.037;;;1205;1205;715/2007*692/2008EURO5;juin-13;BERLINE;INFERIEURE
ALFA-ROMEO;MITO;MITO;MITO 0.9 Twin Air (85ch) S/S;M10ALFVP0000360;955AXW1B17B;ES;non;4;62.5;M 6;4.9;3.8;4.2;98;0.528;0.049;0.037;;;1205;1205;715/2007*692/2008EURO5;juin-13;BERLINE;INFERIEURE
ALFA-ROMEO;MITO;MITO;MITO 0.9 Twin Air (105ch) S/S;M10ALFVP000J379;955AXY1B18;ES;non;5;77;M 6;5;3.8;4.2;99;0.316;0.041;0.034;;;1205;1205;715/2007*630/2012EURO6;juin-13;BERLINE;INFERIEURE
ALFA-ROMEO;MITO;MITO;MITO 0.9 Twin Air (105ch) S/S;M10ALFVP000K380;955AXY1B18B;ES;non;5;77;M 6;5;3.8;4.2;99;0.316;0.041;0.034;;;1205;1205;715/2007*630/2012EURO6;juin-13;BERLINE;INFERIEURE
ALFA-ROMEO;SPIDER;SPIDER;SPIDER 1750 TBI (200ch);M10ALFVP000J281;939EXN1B57;ES;non;12;147;M 6;11.9;6.1;8.2;192;0.601;0.06;0.04;;0.003;1565;1565;715/2007*692/2008EURO5;juin-13;CABRIOLET;SUPERIEURE
ALFA-ROMEO;SPIDER;SPIDER;SPIDER 2.0 JTDm (170ch);M10ALFVP000K283;939EXP1B59;GO;non;9;125;M 6;7.1;4.4;5.4;142;0.189;;0.155;0.18;0.002;1615;1615;715/2007*692/2008EURO5;juin-13;CABRIOLET;SUPERIEURE
ALFA-ROMEO;SPIDER;SPIDER;SPIDER 2.0 JTDm (170ch);M10ALFVP000M285;939EXQ1B61;GO;non;9;120;M 6;7.1;4.4;5.4;142;0.189;;0.155;0.18;0.002;1615;1615;715/2007*692/2008EURO5;juin-13;CABRIOLET;SUPERIEURE
ASTON MARTIN;CYGNET;CYGNET;CYGNET;M10SCFVP000M143;CG00L4A;ES;non;5;72;M 6;5.8;4.5;5;116;0.296;0.034;0.021;;;1063;1063;715/2007*692/2008EURO5;mars-13;BERLINE;INFERIEURE
ASTON MARTIN;CYGNET;CYGNET;CYGNET;M10SCFVP000N144;CG00L4B;ES;non;5;72;V 0;6.1;4.6;5.2;120;0.214;0.04;0.006;;;1063;1063;715/2007*692/2008EURO5;mars-13;BERLINE;INFERIEURE
ASTON MARTIN;CYGNET;CYGNET;CYGNET;M10SCFVP000P145;CG00R4A;ES;non;5;72;M 6;5.8;4.5;5;116;0.296;0.034;0.021;;;1063;1063;715/2007*692/2008EURO5;mars-13;BERLINE;INFERIEURE
ASTON MARTIN;CYGNET;CYGNET;CYGNET;M10SCFVP000P146;CG00R4B;ES;non;5;72;V 0;6.1;4.6;5.2;120;0.214;0.04;0.006;;;1063;1063;715/2007*692/2008EURO5;mars-13;BERLINE;INFERIEURE
ASTON MARTIN;DB9;DB9;DB9;M10SCFVP000F197;VH1A100R2MAAE;ES;non;44;381;A 6;21.6;10;14.3;333;0.187;0.041;0.029;;;1860;1860;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;DB9;DB9;DB9;M10SCFVP000G198;VH1A101L2MAAE;ES;non;44;381;A 6;21.6;10;14.3;333;0.187;0.041;0.029;;;1860;1860;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;DB9;DB9;DB9;M10SCFVP000H199;VH1A102R4MAAE;ES;non;44;381;A 6;21.6;10;14.3;333;0.187;0.041;0.029;;;1860;1860;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;DB9;DB9;DB9;M10SCFVP000J200;VH1A103L4MAAE;ES;non;44;381;A 6;21.6;10;14.3;333;0.187;0.041;0.029;;;1860;1860;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;DB9 VOLANTE;DB9;DB9;M10SCFVP000J201;VH1B100R2MAAE;ES;non;44;381;A 6;21.6;10;14.3;333;0.187;0.041;0.029;;;1965;1965;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;DB9 VOLANTE;DB9;DB9;M10SCFVP000K202;VH1B101L2MAAE;ES;non;44;381;A 6;21.6;10;14.3;333;0.187;0.041;0.029;;;1965;1965;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;DB9 VOLANTE;DB9;DB9;M10SCFVP000L203;VH1B102R4MAAE;ES;non;44;381;A 6;21.6;10;14.3;333;0.187;0.041;0.029;;;1965;1965;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;DB9 VOLANTE;DB9;DB9;M10SCFVP000M204;VH1B103L4MAAE;ES;non;44;381;A 6;21.6;10;14.3;333;0.187;0.041;0.029;;;1965;1965;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;ONE-77;ONE-77;ONE-77;M10SCFVP000R087;VHYA1RONE77;ES;non;80;559.3;A 6;38.9;14.5;23.9;555;0.903;0.075;0.056;;;1815;1815;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;ONE-77;ONE-77;ONE-77;M10SCFVP000Y155;VHYA1RONE77;ES;non;81;559.3;A 6;41.1;14.9;24.5;572;0.782;0.067;0.049;;;1815;1815;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;ONE-77;ONE-77;ONE-77;M10SCFVP000S088;VHYA2LONE77;ES;non;80;559.3;A 6;38.9;14.5;23.9;555;0.903;0.075;0.056;;;1815;1815;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;ONE-77;ONE-77;ONE-77;M10SCFVP000Z156;VHYA2LONE77;ES;non;81;559.3;A 6;41.1;14.9;24.5;572;0.782;0.067;0.049;;;1815;1815;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;RAPIDE S;RAPIDE;RAPIDE S;M10SCFVP0001219;VH1G3R4TAAE;ES;non;49;410;A 6;21.4;10.1;14.3;332;0.251;0.035;0.03;;;2065;2065;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;RAPIDE S;RAPIDE;RAPIDE S;M10SCFVP0002220;VH1G4L4TAAE;ES;non;49;410;A 6;21.4;10.1;14.3;332;0.251;0.035;0.03;;;2065;2065;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANQUISH;VANQUISH;VANQUISH;M10SCFVP000T211;VH1(SAS)SA50R2PAAE;ES;non;51;422;A 6;21.4;10.2;14.4;335;0.619;0.039;0.037;;;1814;1814;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANQUISH;VANQUISH;VANQUISH;M10SCFVP000U212;VH1(SAS)SA51L2PAAE;ES;non;51;422;A 6;21.4;10.2;14.4;335;0.619;0.039;0.037;;;1814;1814;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANQUISH;VANQUISH;VANQUISH;M10SCFVP000V213;VH1(SAS)SA52R4PAAE;ES;non;51;422;A 6;21.4;10.2;14.4;335;0.619;0.039;0.037;;;1814;1814;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANQUISH;VANQUISH;VANQUISH;M10SCFVP000W214;VH1(SAS)SA53L4PAAE;ES;non;51;422;A 6;21.4;10.2;14.4;335;0.619;0.039;0.037;;;1814;1814;715/2007*630/2012EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE ROADSTER;VANTAGE;V8 VANTAGE ROADSTER;M10SCFVP000W189;VH2(SB)SB25R2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE ROADSTER;VANTAGE;V8 VANTAGE ROADSTER;M10SCFVP000X190;VH2(SB)SB26L2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE ROADSTER;VANTAGE;V8 VANTAGE ROADSTER;M10SCFVP000Y191;VH2(SB)SB27R2KSDF;ES;non;34;313.2;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE ROADSTER;VANTAGE;V8 VANTAGE ROADSTER;M10SCFVP000Z192;VH2(SB)SB28L2KSDF;ES;non;34;313.2;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE ROADSTER;VANTAGE;V8 VANTAGE ROADSTER S;M10SCFVP000P207;VH2(SB)SB50R2LMCC;ES;non;35;320.7;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1765;1765;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE ROADSTER;VANTAGE;V8 VANTAGE ROADSTER S;M10SCFVP000R208;VH2(SB)SB51L2LMCC;ES;non;35;320.7;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1765;1765;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE ROADSTER;VANTAGE;V8 VANTAGE ROADSTER S;M10SCFVP000U187;VH2(SB)SB52R2LSDF;ES;non;35;320.7;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1765;1765;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE ROADSTER;VANTAGE;V8 VANTAGE ROADSTER S;M10SCFVP000V188;VH2(SB)SB53L2LSDF;ES;non;35;320.7;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1765;1765;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE;VANTAGE;V8 VANTAGE;M10SCFVP000R183;VH2(SC)SC25R2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE;VANTAGE;V8 VANTAGE;M10SCFVP000R184;VH2(SC)SC26L2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE;VANTAGE;V8 VANTAGE;M10SCFVP000S185;VH2(SC)SC27R2KSDF;ES;non;34;313.2;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE;VANTAGE;V8 VANTAGE;M10SCFVP000T186;VH2(SC)SC28L2KSDF;ES;non;34;313.2;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE;VANTAGE;V8 VANTAGE S;M10SCFVP000N205;VH2(SC)SC50R2LMCC;ES;non;35;320.7;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1685;1685;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE;VANTAGE;V8 VANTAGE S;M10SCFVP000P206;VH2(SC)SC51L2LMCC;ES;non;35;320.7;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1685;1685;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE;VANTAGE;V8 VANTAGE S;M10SCFVP000P181;VH2(SC)SC52R2LSDF;ES;non;35;320.7;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1685;1685;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V8 VANTAGE;VANTAGE;V8 VANTAGE S;M10SCFVP000P182;VH2(SC)SC53L2LSDF;ES;non;35;320.7;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1685;1685;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V12 VANTAGE;VANTAGE;V12 VANTAGE;M10SCFVP0000193;VH2(SE)SE5R2FMCD;ES;non;45;380;M 6;24.3;11.7;16.4;388;0.326;0.031;0.013;;;1755;1755;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V12 VANTAGE;VANTAGE;V12 VANTAGE;M10SCFVP000C194;VH2(SE)SE6L2FMCD;ES;non;45;380;M 6;24.3;11.7;16.4;388;0.326;0.031;0.013;;;1755;1755;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V12 VANTAGE ROADSTER;VANTAGE;V12 VANTAGE ROADSTER;M10SCFVP000R209;VH2(SF)SF5R2FMCD;ES;non;45;380;M 6;24.3;11.7;16.4;388;0.326;0.031;0.013;;;1835;1835;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V12 VANTAGE ROADSTER;VANTAGE;V12 VANTAGE ROADSTER;M10SCFVP000S210;VH2(SF)SF6L2FMCD;ES;non;45;380;M 6;24.3;11.7;16.4;388;0.326;0.031;0.013;;;1835;1835;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP0007067;VH2B17R2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP0008068;VH2B18L2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP0009069;VH2B19R2KSCC;ES;non;33;313.2;A 6;18.3;9.3;12.6;295;0.403;0.055;0.023;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000A070;VH2B20L2KSCC;ES;non;33;313.2;A 6;18.3;9.3;12.6;295;0.403;0.055;0.023;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000B071;VH2B21R2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.038;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000C072;VH2B22L2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.038;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000D073;VH2B23R2KSCC;ES;non;33;313.2;A 6;18.3;9.3;12.6;295;0.403;0.055;0.023;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000E074;VH2B24L2KSCC;ES;non;33;313.2;A 6;18.3;9.3;12.6;295;0.403;0.055;0.023;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP0000157;VH2B25R2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP0001158;VH2B26L2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP0002159;VH2B27R2KSDF;ES;non;34;313.2;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP0003160;VH2B28L2KSDF;ES;non;34;313.2;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1785;1785;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;V8 VANTAGE ROADSTER S;M10SCFVP000X215;VH2B50R2LMCC;ES;non;35;320.7;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1765;1765;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;V8 VANTAGE ROADSTER S;M10SCFVP000Y216;VH2B51L2LMCC;ES;non;35;320.7;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1765;1765;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000T089;VH2B52R2LSDF;ES;non;35;320.7;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1765;1765;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000U090;VH2B53L2LSDF;ES;non;35;320.7;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1765;1765;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000F075;VH2C17R2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000G076;VH2C18L2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000H077;VH2C19R2KSCC;ES;non;33;313.2;A 6;18.3;9.3;12.6;295;0.403;0.055;0.023;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000J078;VH2C20L2KSCC;ES;non;33;313.2;A 6;18.3;9.3;12.6;295;0.403;0.055;0.023;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000J079;VH2C21R2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.038;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000K080;VH2C22L2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.038;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000L081;VH2C23R2KSCC;ES;non;33;313.2;A 6;18.3;9.3;12.6;295;0.403;0.055;0.023;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000M082;VH2C24L2KSCC;ES;non;33;313.2;A 6;18.3;9.3;12.6;295;0.403;0.055;0.023;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP0004161;VH2C25R2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP0005162;VH2C26L2KMCC;ES;non;34;313.2;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP0006163;VH2C27R2KSDF;ES;non;34;313.2;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP0007164;VH2C28L2KSDF;ES;non;34;313.2;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1705;1705;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;V8 VANTAGE S;M10SCFVP000Z217;VH2C50R2LMCC;ES;non;35;320.7;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1685;1685;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;V8 VANTAGE S;M10SCFVP0000218;VH2C51L2LMCC;ES;non;35;320.7;M 6;19.6;10.4;13.8;321;0.588;0.05;0.037;;;1685;1685;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000V091;VH2C52R2LSDF;ES;non;35;320.7;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1685;1685;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;VANTAGE;M10SCFVP000W092;VH2C53L2LSDF;ES;non;35;320.7;A 7;19.2;9.3;12.9;299;0.529;0.044;0.014;;;1685;1685;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;V12 VANTAGE;M10SCFVP000X057;VH2E5R2FMCD;ES;non;45;380;M 6;24.3;11.7;16.4;388;0.326;0.031;0.013;;;1755;1755;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;VANTAGE;VANTAGE;V12 VANTAGE;M10SCFVP000Y058;VH2E6L2FMCD;ES;non;45;380;M 6;24.3;11.7;16.4;388;0.326;0.031;0.013;;;1755;1755;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V12 ZAGATO;ZAGATO;V12 ZAGATO;M10SCFVP000D195;VH2(SE)SZ90R2FMCD;ES;non;45;380;M 6;24.3;11.7;16.4;388;0.326;0.031;0.013;;;1755;1755;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
ASTON MARTIN;V12 ZAGATO;ZAGATO;V12 ZAGATO;M10SCFVP000E196;VH2(SE)SZ91L2FMCD;ES;non;45;380;M 6;24.3;11.7;16.4;388;0.326;0.031;0.013;;;1755;1755;715/2007*692/2008EURO5;mars-13;COUPE;LUXE
AUDI;A1;A1;A1 1.4 TFSI (185ch) S TRONIC;M10AUDVP005H074;8XACAVGF1FD7AM015R8X72LLS47MGEM0;ES;non;10;136;A 7;7.5;5.1;5.9;139;0.229;0.043;0.038;;0.003;1265;1265;715/2007*566/2011EURO5;juin-13;BERLINE;INFERIEURE
AUDI;A1;A1;A1 1.4 TFSI (122ch) S TRONIC;M10AUDVP005R084;8XACAXAF1FD7AM014R8X5BLLS47MGEM2;ES;non;6;90;A 7;6.5;4.6;5.3;122;0.412;0.043;0.027;;0.001;1200;1200;715/2007*566/2011EURO5;juin-13;BERLINE;INFERIEURE
AUDI;A1;A1;A1 1.4 TFSI (122ch);M10AUDVP005T086;8XACAXAF1FD7AM014R8X5BLLS47MQEM2;ES;non;6;90;A 7;6.5;4.6;5.3;122;0.412;0.043;0.027;;0.001;1200;1200;715/2007*566/2011EURO5;juin-13;BERLINE;INFERIEURE
AUDI;A1;A1;A1 1.6 TDI (90ch) S TRONIC;M10AUDVP005N105;8XACAYBF1FD7AM007R8X5BLLS47MQEM0;GO;non;5;66;A 7;5.1;3.7;4.2;110;0.02;;0.135;0.149;0;1235;1235;715/2007*566/2011EURO5;juin-13;BERLINE;INFERIEURE
AUDI;A1;A1;A1 1.6 TDI (90ch);M10AUDVP005U112;8XACAYBF1FM52R029R8X5BLLS47MGEM3;GO;non;4;66;M 5;4.4;3.4;3.8;99;0.243;;0.093;0.127;0;1210;1210;715/2007*566/2011EURO5;juin-13;BERLINE;INFERIEURE
AUDI;A1;A1;A1 1.6 TDI (105ch);M10AUDVP0053121;8XACAYCF1FM52R029R8X5BLLS47MQEM3;GO;non;5;77;M 5;4.4;3.4;3.8;99;0.243;;0.093;0.127;0;1215;1215;715/2007*566/2011EURO5;juin-13;BERLINE;INFERIEURE
AUDI;A1;A1;A1 1.2 TFSI (86ch);M10AUDVP005A128;8XACBZAF1FM52T106R8X5ALLS47MGEM2;ES;non;5;63;M 5;6.2;4.4;5.1;118;0.665;0.045;0.034;;0.002;1115;1115;715/2007*566/2011EURO5;juin-13;BERLINE;INFERIEURE
AUDI;A1;A1;A1 2.0 TDI (143ch);M10AUDVP006B710;8XACFHDF1FM6A8008R8X61LLS47MQEM2;GO;non;7;105;M 6;5;3.6;4.1;108;0.225;;0.139;0.172;0;1265;1265;715/2007*566/2011EURO5;juin-13;BERLINE;INFERIEURE
AUDI;A1;A1;A1 1.4 TFSI (140ch) S TRONIC;M10AUDVP007R082;8XACPTAF1FD7AM014R8X52LLS47MJEM2;ES;non;7;103;A 7;5.7;4.1;4.7;109;0.35;0.044;0.045;;0;1195;1195;715/2007*630/2012EURO5;juin-13;BERLINE;INFERIEURE
AUDI;A1;A1;A1 1.4 TFSI (140ch);M10AUDVP007V086;8XACPTAF1FM6A8009R8X52LLS47MJEM2;ES;non;7;103;M 6;5.8;4.1;4.7;109;0.567;0.063;0.043;;0;1185;1185;715/2007*630/2012EURO5;juin-13;BERLINE;INFERIEURE
AUDI;A1 SPORTBACK;A1;A1 1.4 TFSI (185ch) S TRONIC;M10AUDVP005Y152;8XSCAVGF1FD7AM015R8X72LLS47MGEM0;ES;non;10;136;A 7;7.5;5.1;5.9;139;0.229;0.043;0.038;;0.003;1290;1290;715/2007*566/2011EURO5;juin-13;BERLINE;INFERIEURE
